loc,number,disease,increase,year,population
NORTH CAROLINA,19,RUBELLA,0.37,1976,5685607
NORTH DAKOTA,3,RUBELLA,0.45,1976,649769
OHIO,398,RUBELLA,3.71,1976,10771394
OKLAHOMA,81,RUBELLA,2.72,1976,2870014
OREGON,141,RUBELLA,5.75,1976,2446673
PENNSYLVANIA,222,RUBELLA,1.91,1976,11893591
RHODE ISLAND,7,RUBELLA,0.76,1976,950230
SOUTH CAROLINA,619,RUBELLA,20.69,1976,2991681
SOUTH DAKOTA,21,RUBELLA,3.09,1976,688480
TENNESSEE,234,RUBELLA,5.33,1976,4422921
TEXAS,271,RUBELLA,2.1,1976,13193050
UTAH,165,RUBELLA,12.57,1976,1319512
VERMONT,6,RUBELLA,1.21,1976,491931
VIRGINIA,251,RUBELLA,4.87,1976,5193112
WASHINGTON,236,RUBELLA,6.28,1976,3776050
WEST VIRGINIA,323,RUBELLA,16.91,1976,1908088
WISCONSIN,507,RUBELLA,10.95,1976,4626514
WYOMING,2,RUBELLA,0.48,1976,413354
ALABAMA,206,HEPATITIS A,5.38,1977,3831836
ALASKA,551,HEPATITIS A,136.16,1977,404766
ARIZONA,929,HEPATITIS A,36.98,1977,2515316
ARKANSAS,406,HEPATITIS A,18.09,1977,2243127
CALIFORNIA,4741,HEPATITIS A,20.75,1977,22835958
COLORADO,509,HEPATITIS A,18.41,1977,2766748
CONNECTICUT,274,HEPATITIS A,8.84,1977,3091627
DELAWARE,43,HEPATITIS A,7.26,1977,594776
DISTRICT OF COLUMBIA,34,HEPATITIS A,5.1,1977,665052
FLORIDA,1412,HEPATITIS A,15.49,1977,9102032
GEORGIA,1073,HEPATITIS A,20.24,1977,5295751
HAWAII,137,HEPATITIS A,14.69,1977,931584
IDAHO,138,HEPATITIS A,15.18,1977,910690
ILLINOIS,1120,HEPATITIS A,9.79,1977,11412561
INDIANA,243,HEPATITIS A,4.41,1977,5470214
IOWA,115,HEPATITIS A,3.89,1977,2918069
KANSAS,335,HEPATITIS A,14.35,1977,2335657
KENTUCKY,444,HEPATITIS A,12.27,1977,3609976
LOUISIANA,505,HEPATITIS A,12.4,1977,4068579
MAINE,25,HEPATITIS A,2.25,1977,1113566
MARYLAND,364,HEPATITIS A,8.74,1977,4183603
MASSACHUSETTS,170,HEPATITIS A,2.9,1977,5736469
MICHIGAN,1538,HEPATITIS A,16.66,1977,9217761
MINNESOTA,452,HEPATITIS A,11.2,1977,4015341
MISSISSIPPI,455,HEPATITIS A,18.2,1977,2487816
MISSOURI,543,HEPATITIS A,11.02,1977,4889399
MONTANA,198,HEPATITIS A,25.33,1977,782317
NEBRASKA,166,HEPATITIS A,10.59,1977,1563884
NEVADA,4,HEPATITIS A,0.56,1977,719436
NEW HAMPSHIRE,46,HEPATITIS A,5.09,1977,891520
NEW JERSEY,912,HEPATITIS A,12.4,1977,7350804
NEW MEXICO,483,HEPATITIS A,39,1977,1238034
NEW YORK,1266,HEPATITIS A,7.16,1977,17680589
NORTH CAROLINA,432,HEPATITIS A,7.48,1977,5759492
NORTH DAKOTA,66,HEPATITIS A,10.11,1977,651301
OHIO,1381,HEPATITIS A,12.78,1977,10795581
OKLAHOMA,396,HEPATITIS A,13.57,1977,2917336
OREGON,738,HEPATITIS A,29.42,1977,2518298
PENNSYLVANIA,781,HEPATITIS A,6.58,1977,11879396
RHODE ISLAND,113,HEPATITIS A,11.99,1977,951816
SOUTH CAROLINA,148,HEPATITIS A,4.88,1977,3044364
SOUTH DAKOTA,33,HEPATITIS A,4.85,1977,688580
TENNESSEE,958,HEPATITIS A,21.35,1977,4486314
TEXAS,2053,HEPATITIS A,15.24,1977,13500429
UTAH,206,HEPATITIS A,15.06,1977,1367510
VERMONT,41,HEPATITIS A,8.2,1977,498109
VIRGINIA,332,HEPATITIS A,6.27,1977,5270240
WASHINGTON,567,HEPATITIS A,14.57,1977,3889073
WEST VIRGINIA,311,HEPATITIS A,16.19,1977,1923395
WISCONSIN,419,HEPATITIS A,9.03,1977,4646108
WYOMING,20,HEPATITIS A,4.6,1977,432880
ALABAMA,79,MEASLES,2.06,1977,3831836
ALASKA,61,MEASLES,15.07,1977,404766
ARIZONA,218,MEASLES,8.71,1977,2515316
ARKANSAS,46,MEASLES,2.04,1977,2243127
CALIFORNIA,7938,MEASLES,34.75,1977,22835958
COLORADO,434,MEASLES,15.7,1977,2766748
CONNECTICUT,774,MEASLES,25.02,1977,3091627
DELAWARE,7,MEASLES,1.18,1977,594776
DISTRICT OF COLUMBIA,14,MEASLES,2.1,1977,665052
FLORIDA,301,MEASLES,3.3,1977,9102032
GEORGIA,762,MEASLES,14.41,1977,5295751
HAWAII,44,MEASLES,4.73,1977,931584
IDAHO,169,MEASLES,18.56,1977,910690
ILLINOIS,1889,MEASLES,16.56,1977,11412561
INDIANA,3894,MEASLES,71.15,1977,5470214
IOWA,3611,MEASLES,123.72,1977,2918069
KANSAS,1430,MEASLES,61.23,1977,2335657
KENTUCKY,1192,MEASLES,33.04,1977,3609976
LOUISIANA,91,MEASLES,2.2,1977,4068579
MAINE,177,MEASLES,15.91,1977,1113566
MARYLAND,355,MEASLES,8.48,1977,4183603
MASSACHUSETTS,705,MEASLES,12.3,1977,5736469
MICHIGAN,1243,MEASLES,13.5,1977,9217761
MINNESOTA,2734,MEASLES,68.06,1977,4015341
MISSISSIPPI,52,MEASLES,2.08,1977,2487816
MISSOURI,909,MEASLES,18.57,1977,4889399
MONTANA,936,MEASLES,119.65,1977,782317
NEBRASKA,214,MEASLES,13.69,1977,1563884
NEVADA,78,MEASLES,10.87,1977,719436
NEW HAMPSHIRE,259,MEASLES,29.05,1977,891520
NEW JERSEY,196,MEASLES,2.67,1977,7350804
NEW MEXICO,24,MEASLES,1.92,1977,1238034
NEW YORK,4630,MEASLES,26.19,1977,17680589
NORTH CAROLINA,52,MEASLES,0.93,1977,5759492
NORTH DAKOTA,31,MEASLES,4.74,1977,651301
OHIO,1867,MEASLES,17.29,1977,10795581
OKLAHOMA,52,MEASLES,1.72,1977,2917336
OREGON,321,MEASLES,12.77,1977,2518298
PENNSYLVANIA,3216,MEASLES,27.09,1977,11879396
RHODE ISLAND,64,MEASLES,6.76,1977,951816
SOUTH CAROLINA,101,MEASLES,3.28,1977,3044364
SOUTH DAKOTA,73,MEASLES,10.62,1977,688580
TENNESSEE,707,MEASLES,15.75,1977,4486314
TEXAS,1889,MEASLES,13.99,1977,13500429
UTAH,24,MEASLES,1.75,1977,1367510
VERMONT,235,MEASLES,47.16,1977,498109
VIRGINIA,2676,MEASLES,50.79,1977,5270240
WASHINGTON,481,MEASLES,12.41,1977,3889073
WEST VIRGINIA,267,MEASLES,13.87,1977,1923395
WISCONSIN,2107,MEASLES,45.35,1977,4646108
WYOMING,25,MEASLES,5.77,1977,432880
ALABAMA,288,MUMPS,7.54,1977,3831836
ALASKA,34,MUMPS,8.4,1977,404766
ARKANSAS,151,MUMPS,6.68,1977,2243127
CALIFORNIA,831,MUMPS,3.68,1977,22835958
COLORADO,307,MUMPS,11.13,1977,2766748
CONNECTICUT,364,MUMPS,11.75,1977,3091627
DELAWARE,144,MUMPS,24.24,1977,594776
DISTRICT OF COLUMBIA,6,MUMPS,0.9,1977,665052
FLORIDA,263,MUMPS,2.88,1977,9102032
GEORGIA,37,MUMPS,0.73,1977,5295751
HAWAII,41,MUMPS,4.43,1977,931584
IDAHO,128,MUMPS,14.07,1977,910690
ILLINOIS,1390,MUMPS,12.21,1977,11412561
INDIANA,366,MUMPS,6.68,1977,5470214
IOWA,1245,MUMPS,42.67,1977,2918069
KANSAS,1326,MUMPS,56.77,1977,2335657
KENTUCKY,124,MUMPS,3.47,1977,3609976
LOUISIANA,59,MUMPS,1.39,1977,4068579
MAINE,83,MUMPS,7.47,1977,1113566
MARYLAND,97,MUMPS,2.27,1977,4183603
MASSACHUSETTS,138,MUMPS,2.39,1977,5736469
MICHIGAN,2304,MUMPS,24.99,1977,9217761
MINNESOTA,38,MUMPS,0.91,1977,4015341
MISSISSIPPI,38,MUMPS,1.52,1977,2487816
MISSOURI,1542,MUMPS,31.54,1977,4889399
MONTANA,16,MUMPS,2.08,1977,782317
NEBRASKA,92,MUMPS,5.84,1977,1563884
NEVADA,17,MUMPS,2.38,1977,719436
NEW HAMPSHIRE,95,MUMPS,10.63,1977,891520
NEW JERSEY,366,MUMPS,4.98,1977,7350804
NEW MEXICO,124,MUMPS,10,1977,1238034
NEW YORK,900,MUMPS,5.1,1977,17680589
NORTH CAROLINA,84,MUMPS,1.43,1977,5759492
NORTH DAKOTA,20,MUMPS,3.06,1977,651301
OHIO,833,MUMPS,7.74,1977,10795581
OKLAHOMA,535,MUMPS,18.3,1977,2917336
OREGON,316,MUMPS,12.62,1977,2518298
PENNSYLVANIA,203,MUMPS,1.77,1977,11879396
RHODE ISLAND,66,MUMPS,7.06,1977,951816
SOUTH CAROLINA,21,MUMPS,0.69,1977,3044364
SOUTH DAKOTA,59,MUMPS,8.59,1977,688580
TENNESSEE,638,MUMPS,14.25,1977,4486314
TEXAS,979,MUMPS,7.23,1977,13500429
UTAH,83,MUMPS,6.08,1977,1367510
VERMONT,8,MUMPS,1.6,1977,498109
VIRGINIA,128,MUMPS,2.46,1977,5270240
WASHINGTON,333,MUMPS,8.58,1977,3889073
WEST VIRGINIA,213,MUMPS,11.06,1977,1923395
WISCONSIN,1878,MUMPS,40.42,1977,4646108
WYOMING,4,MUMPS,0.92,1977,432880
ALABAMA,4,PERTUSSIS,0.11,1977,3831836
ALASKA,5,PERTUSSIS,1.24,1977,404766
ARKANSAS,23,PERTUSSIS,0.98,1977,2243127
CALIFORNIA,181,PERTUSSIS,0.79,1977,22835958
COLORADO,12,PERTUSSIS,0.45,1977,2766748
CONNECTICUT,7,PERTUSSIS,0.21,1977,3091627
DISTRICT OF COLUMBIA,1,PERTUSSIS,0.15,1977,665052
FLORIDA,87,PERTUSSIS,0.94,1977,9102032
GEORGIA,139,PERTUSSIS,2.65,1977,5295751
IDAHO,8,PERTUSSIS,0.88,1977,910690
ILLINOIS,76,PERTUSSIS,0.69,1977,11412561
KANSAS,1,PERTUSSIS,0.04,1977,2335657
KENTUCKY,20,PERTUSSIS,0.58,1977,3609976
LOUISIANA,11,PERTUSSIS,0.24,1977,4068579
MASSACHUSETTS,8,PERTUSSIS,0.15,1977,5736469
MICHIGAN,73,PERTUSSIS,0.74,1977,9217761
MINNESOTA,5,PERTUSSIS,0.1,1977,4015341
MISSISSIPPI,18,PERTUSSIS,0.72,1977,2487816
MISSOURI,37,PERTUSSIS,0.74,1977,4889399
MONTANA,2,PERTUSSIS,0.26,1977,782317
NEBRASKA,1,PERTUSSIS,0.06,1977,1563884
NEVADA,1,PERTUSSIS,0.14,1977,719436
NEW HAMPSHIRE,4,PERTUSSIS,0.44,1977,891520
NEW MEXICO,40,PERTUSSIS,3.2,1977,1238034
NEW YORK,86,PERTUSSIS,0.48,1977,17680589
NORTH CAROLINA,31,PERTUSSIS,0.54,1977,5759492
OHIO,68,PERTUSSIS,0.66,1977,10795581
OKLAHOMA,16,PERTUSSIS,0.52,1977,2917336
OREGON,347,PERTUSSIS,13.82,1977,2518298
PENNSYLVANIA,39,PERTUSSIS,0.38,1977,11879396
SOUTH CAROLINA,22,PERTUSSIS,0.72,1977,3044364
SOUTH DAKOTA,1,PERTUSSIS,0.15,1977,688580
TENNESSEE,56,PERTUSSIS,1.19,1977,4486314
TEXAS,83,PERTUSSIS,0.57,1977,13500429
UTAH,5,PERTUSSIS,0.36,1977,1367510
VIRGINIA,25,PERTUSSIS,0.5,1977,5270240
WASHINGTON,62,PERTUSSIS,1.64,1977,3889073
WEST VIRGINIA,66,PERTUSSIS,3.43,1977,1923395
WISCONSIN,26,PERTUSSIS,0.53,1977,4646108
ALABAMA,109,RUBELLA,2.85,1977,3831836
ALASKA,1,RUBELLA,0.25,1977,404766
ARIZONA,49,RUBELLA,1.96,1977,2515316
ARKANSAS,3,RUBELLA,0.13,1977,2243127
CALIFORNIA,1836,RUBELLA,8.05,1977,22835958
COLORADO,286,RUBELLA,10.37,1977,2766748
CONNECTICUT,343,RUBELLA,11.07,1977,3091627
DELAWARE,43,RUBELLA,7.24,1977,594776
FLORIDA,196,RUBELLA,2.11,1977,9102032
GEORGIA,66,RUBELLA,1.26,1977,5295751
HAWAII,213,RUBELLA,22.89,1977,931584
IDAHO,28,RUBELLA,3.08,1977,910690
ILLINOIS,359,RUBELLA,3.18,1977,11412561
INDIANA,1083,RUBELLA,19.78,1977,5470214
IOWA,444,RUBELLA,15.16,1977,2918069
KANSAS,312,RUBELLA,13.33,1977,2335657
KENTUCKY,96,RUBELLA,2.7,1977,3609976
LOUISIANA,54,RUBELLA,1.29,1977,4068579
MAINE,91,RUBELLA,8.18,1977,1113566
MARYLAND,23,RUBELLA,0.55,1977,4183603
MASSACHUSETTS,414,RUBELLA,7.17,1977,5736469
MICHIGAN,1128,RUBELLA,12.25,1977,9217761
MINNESOTA,36,RUBELLA,0.85,1977,4015341
MISSISSIPPI,16,RUBELLA,0.64,1977,2487816
MISSOURI,71,RUBELLA,1.43,1977,4889399
MONTANA,59,RUBELLA,7.5,1977,782317
NEBRASKA,3,RUBELLA,0.18,1977,1563884
NEVADA,13,RUBELLA,1.82,1977,719436
NEW HAMPSHIRE,171,RUBELLA,19.14,1977,891520
NEW JERSEY,1226,RUBELLA,16.67,1977,7350804
NEW MEXICO,13,RUBELLA,1.04,1977,1238034
NEW YORK,3741,RUBELLA,21.17,1977,17680589
NORTH CAROLINA,435,RUBELLA,7.53,1977,5759492
NORTH DAKOTA,21,RUBELLA,3.19,1977,651301
OHIO,822,RUBELLA,7.62,1977,10795581
OKLAHOMA,40,RUBELLA,1.33,1977,2917336
OREGON,157,RUBELLA,6.26,1977,2518298
PENNSYLVANIA,732,RUBELLA,6.19,1977,11879396
RHODE ISLAND,136,RUBELLA,14.32,1977,951816
SOUTH CAROLINA,232,RUBELLA,7.6,1977,3044364
SOUTH DAKOTA,23,RUBELLA,3.35,1977,688580
TENNESSEE,1707,RUBELLA,38.01,1977,4486314
TEXAS,818,RUBELLA,6.05,1977,13500429
UTAH,71,RUBELLA,5.2,1977,1367510
VERMONT,87,RUBELLA,17.46,1977,498109
VIRGINIA,618,RUBELLA,11.74,1977,5270240
WASHINGTON,448,RUBELLA,11.53,1977,3889073
WEST VIRGINIA,174,RUBELLA,9,1977,1923395
WISCONSIN,691,RUBELLA,14.87,1977,4646108
WYOMING,6,RUBELLA,1.38,1977,432880
ALABAMA,203,HEPATITIS A,5.29,1978,3866248
ALASKA,125,HEPATITIS A,31.08,1978,402753
ARIZONA,1137,HEPATITIS A,43.16,1978,2635571
ARKANSAS,204,HEPATITIS A,8.98,1978,2271333
CALIFORNIA,4301,HEPATITIS A,18.48,1978,23256880
COLORADO,446,HEPATITIS A,15.75,1978,2849234
CONNECTICUT,165,HEPATITIS A,5.29,1978,3095917
DELAWARE,40,HEPATITIS A,6.76,1978,594984
DISTRICT OF COLUMBIA,30,HEPATITIS A,4.59,1978,650016
FLORIDA,1574,HEPATITIS A,16.7,1978,9426159
GEORGIA,528,HEPATITIS A,9.78,1978,5401384
HAWAII,153,HEPATITIS A,15.94,1978,953306
IDAHO,221,HEPATITIS A,23.71,1978,932627
ILLINOIS,1126,HEPATITIS A,9.86,1978,11396837
INDIANA,191,HEPATITIS A,3.48,1978,5501174
IOWA,136,HEPATITIS A,4.66,1978,2915739
KANSAS,242,HEPATITIS A,10.38,1978,2350906
KENTUCKY,238,HEPATITIS A,6.52,1978,3641804
LOUISIANA,541,HEPATITIS A,13.11,1978,4137665
MAINE,88,HEPATITIS A,7.87,1978,1122563
MARYLAND,371,HEPATITIS A,8.86,1978,4191160
MASSACHUSETTS,177,HEPATITIS A,3.02,1978,5738404
MICHIGAN,1162,HEPATITIS A,12.55,1978,9266268
MINNESOTA,909,HEPATITIS A,22.45,1978,4050316
MISSISSIPPI,411,HEPATITIS A,16.44,1978,2507069
MISSOURI,563,HEPATITIS A,11.4,1978,4912430
MONTANA,241,HEPATITIS A,30.62,1978,787305
NEBRASKA,129,HEPATITIS A,8.25,1978,1567344
NEVADA,76,HEPATITIS A,9.9,1978,765367
NEW HAMPSHIRE,56,HEPATITIS A,6.16,1978,909074
NEW JERSEY,686,HEPATITIS A,9.33,1978,7366512
NEW MEXICO,469,HEPATITIS A,36.44,1978,1284722
NEW YORK,1155,HEPATITIS A,6.57,1978,17583838
NORTH CAROLINA,329,HEPATITIS A,5.6,1978,5823491
NORTH DAKOTA,72,HEPATITIS A,11,1978,652896
OHIO,1101,HEPATITIS A,10.16,1978,10798298
OKLAHOMA,334,HEPATITIS A,11.24,1978,2975310
OREGON,979,HEPATITIS A,37.84,1978,2588012
PENNSYLVANIA,393,HEPATITIS A,3.31,1978,11887975
RHODE ISLAND,94,HEPATITIS A,9.97,1978,950382
SOUTH CAROLINA,91,HEPATITIS A,2.87,1978,3090267
SOUTH DAKOTA,140,HEPATITIS A,20.35,1978,688335
TENNESSEE,694,HEPATITIS A,15.29,1978,4560473
TEXAS,2578,HEPATITIS A,18.54,1978,13888371
UTAH,311,HEPATITIS A,21.81,1978,1420238
VERMONT,53,HEPATITIS A,10.54,1978,505372
VIRGINIA,273,HEPATITIS A,5.11,1978,5307945
WASHINGTON,857,HEPATITIS A,21.31,1978,4017632
WEST VIRGINIA,151,HEPATITIS A,7.7,1978,1942146
WISCONSIN,274,HEPATITIS A,5.84,1978,4682811
WYOMING,29,HEPATITIS A,6.38,1978,454378
ALABAMA,132,MEASLES,3.43,1978,3866248
ALASKA,2,MEASLES,0.5,1978,402753
ARIZONA,66,MEASLES,2.52,1978,2635571
ARKANSAS,22,MEASLES,0.96,1978,2271333
CALIFORNIA,646,MEASLES,2.81,1978,23256880
COLORADO,50,MEASLES,1.8,1978,2849234
CONNECTICUT,528,MEASLES,17.04,1978,3095917
DELAWARE,11,MEASLES,1.87,1978,594984
DISTRICT OF COLUMBIA,2,MEASLES,0.3,1978,650016
FLORIDA,1094,MEASLES,11.6,1978,9426159
GEORGIA,56,MEASLES,1.06,1978,5401384
HAWAII,21,MEASLES,2.17,1978,953306
IDAHO,4,MEASLES,0.43,1978,932627
ILLINOIS,792,MEASLES,6.98,1978,11396837
INDIANA,219,MEASLES,3.95,1978,5501174
IOWA,87,MEASLES,2.96,1978,2915739
KANSAS,105,MEASLES,4.5,1978,2350906
KENTUCKY,122,MEASLES,3.35,1978,3641804
LOUISIANA,878,MEASLES,21.25,1978,4137665
MAINE,1322,MEASLES,117.78,1978,1122563
MARYLAND,51,MEASLES,1.23,1978,4191160
MASSACHUSETTS,315,MEASLES,5.45,1978,5738404
MICHIGAN,7618,MEASLES,82.22,1978,9266268
MINNESOTA,86,MEASLES,2.09,1978,4050316
MISSISSIPPI,782,MEASLES,31.21,1978,2507069
MISSOURI,174,MEASLES,3.53,1978,4912430
MONTANA,109,MEASLES,13.86,1978,787305
NEBRASKA,8,MEASLES,0.51,1978,1567344
NEVADA,20,MEASLES,2.6,1978,765367
NEW HAMPSHIRE,65,MEASLES,7.15,1978,909074
NEW JERSEY,76,MEASLES,1.01,1978,7366512
NEW YORK,1840,MEASLES,10.44,1978,17583838
NORTH CAROLINA,125,MEASLES,2.15,1978,5823491
NORTH DAKOTA,179,MEASLES,27.44,1978,652896
OHIO,501,MEASLES,4.67,1978,10798298
OKLAHOMA,28,MEASLES,0.91,1978,2975310
OREGON,532,MEASLES,20.58,1978,2588012
PENNSYLVANIA,327,MEASLES,2.81,1978,11887975
RHODE ISLAND,8,MEASLES,0.85,1978,950382
SOUTH CAROLINA,200,MEASLES,6.44,1978,3090267
TENNESSEE,1016,MEASLES,22.26,1978,4560473
TEXAS,1047,MEASLES,7.54,1978,13888371
UTAH,46,MEASLES,3.24,1978,1420238
VERMONT,53,MEASLES,10.52,1978,505372
VIRGINIA,2648,MEASLES,49.89,1978,5307945
WASHINGTON,429,MEASLES,10.62,1978,4017632
WEST VIRGINIA,885,MEASLES,45.55,1978,1942146
WISCONSIN,1557,MEASLES,33.27,1978,4682811
ALABAMA,437,MUMPS,11.3,1978,3866248
ALASKA,15,MUMPS,3.75,1978,402753
ARIZONA,27,MUMPS,1.06,1978,2635571
ARKANSAS,629,MUMPS,27.68,1978,2271333
CALIFORNIA,527,MUMPS,2.24,1978,23256880
COLORADO,175,MUMPS,6.27,1978,2849234
CONNECTICUT,139,MUMPS,4.45,1978,3095917
DELAWARE,56,MUMPS,9.45,1978,594984
DISTRICT OF COLUMBIA,2,MUMPS,0.3,1978,650016
FLORIDA,309,MUMPS,3.2,1978,9426159
GEORGIA,69,MUMPS,1.31,1978,5401384
HAWAII,35,MUMPS,3.59,1978,953306
IDAHO,78,MUMPS,8.36,1978,932627
ILLINOIS,1904,MUMPS,16.72,1978,11396837
INDIANA,288,MUMPS,5.24,1978,5501174
IOWA,181,MUMPS,6.17,1978,2915739
KANSAS,628,MUMPS,26.73,1978,2350906
KENTUCKY,280,MUMPS,7.65,1978,3641804
LOUISIANA,67,MUMPS,1.61,1978,4137665
MAINE,587,MUMPS,52.29,1978,1122563
MARYLAND,84,MUMPS,1.96,1978,4191160
MASSACHUSETTS,102,MUMPS,1.75,1978,5738404
MICHIGAN,1628,MUMPS,17.56,1978,9266268
MINNESOTA,22,MUMPS,0.48,1978,4050316
MISSISSIPPI,92,MUMPS,3.66,1978,2507069
MISSOURI,619,MUMPS,12.56,1978,4912430
MONTANA,151,MUMPS,19.18,1978,787305
NEBRASKA,28,MUMPS,1.75,1978,1567344
NEVADA,11,MUMPS,1.43,1978,765367
NEW HAMPSHIRE,15,MUMPS,1.65,1978,909074
NEW JERSEY,168,MUMPS,2.25,1978,7366512
NEW MEXICO,20,MUMPS,1.55,1978,1284722
NEW YORK,414,MUMPS,2.37,1978,17583838
NORTH CAROLINA,81,MUMPS,1.37,1978,5823491
NORTH DAKOTA,17,MUMPS,2.58,1978,652896
OHIO,1413,MUMPS,13.09,1978,10798298
OKLAHOMA,4,MUMPS,0.13,1978,2975310
OREGON,138,MUMPS,5.35,1978,2588012
PENNSYLVANIA,152,MUMPS,1.33,1978,11887975
RHODE ISLAND,54,MUMPS,5.79,1978,950382
SOUTH CAROLINA,18,MUMPS,0.55,1978,3090267
SOUTH DAKOTA,11,MUMPS,1.63,1978,688335
TENNESSEE,466,MUMPS,10.2,1978,4560473
TEXAS,1527,MUMPS,10.95,1978,13888371
UTAH,167,MUMPS,11.7,1978,1420238
VERMONT,6,MUMPS,1.2,1978,505372
VIRGINIA,194,MUMPS,3.7,1978,5307945
WASHINGTON,214,MUMPS,5.23,1978,4017632
WEST VIRGINIA,140,MUMPS,7.16,1978,1942146
WISCONSIN,1329,MUMPS,28.37,1978,4682811
WYOMING,2,MUMPS,0.44,1978,454378
ALABAMA,3,PERTUSSIS,0.08,1978,3866248
ALASKA,19,PERTUSSIS,4.74,1978,402753
ARIZONA,23,PERTUSSIS,0.88,1978,2635571
ARKANSAS,32,PERTUSSIS,1.33,1978,2271333
CALIFORNIA,222,PERTUSSIS,0.9,1978,23256880
COLORADO,21,PERTUSSIS,0.78,1978,2849234
CONNECTICUT,11,PERTUSSIS,0.34,1978,3095917
DELAWARE,1,PERTUSSIS,0.17,1978,594984
FLORIDA,55,PERTUSSIS,0.55,1978,9426159
GEORGIA,75,PERTUSSIS,1.43,1978,5401384
HAWAII,1,PERTUSSIS,0.1,1978,953306
IDAHO,4,PERTUSSIS,0.43,1978,932627
ILLINOIS,112,PERTUSSIS,1.03,1978,11396837
INDIANA,87,PERTUSSIS,1.62,1978,5501174
IOWA,10,PERTUSSIS,0.33,1978,2915739
KENTUCKY,46,PERTUSSIS,1.29,1978,3641804
LOUISIANA,4,PERTUSSIS,0.08,1978,4137665
MASSACHUSETTS,25,PERTUSSIS,0.43,1978,5738404
MICHIGAN,47,PERTUSSIS,0.47,1978,9266268
MINNESOTA,24,PERTUSSIS,0.57,1978,4050316
MISSISSIPPI,8,PERTUSSIS,0.32,1978,2507069
MISSOURI,24,PERTUSSIS,0.48,1978,4912430
MONTANA,12,PERTUSSIS,1.53,1978,787305
NEBRASKA,1,PERTUSSIS,0.06,1978,1567344
NEVADA,2,PERTUSSIS,0.26,1978,765367
NEW HAMPSHIRE,3,PERTUSSIS,0.33,1978,909074
NEW JERSEY,1,PERTUSSIS,0.01,1978,7366512
NEW MEXICO,16,PERTUSSIS,1.26,1978,1284722
NEW YORK,114,PERTUSSIS,0.63,1978,17583838
NORTH CAROLINA,46,PERTUSSIS,0.78,1978,5823491
NORTH DAKOTA,8,PERTUSSIS,1.22,1978,652896
OHIO,117,PERTUSSIS,1.12,1978,10798298
OKLAHOMA,15,PERTUSSIS,0.47,1978,2975310
OREGON,103,PERTUSSIS,4.01,1978,2588012
PENNSYLVANIA,27,PERTUSSIS,0.27,1978,11887975
RHODE ISLAND,10,PERTUSSIS,1.06,1978,950382
SOUTH CAROLINA,12,PERTUSSIS,0.36,1978,3090267
SOUTH DAKOTA,11,PERTUSSIS,1.61,1978,688335
TENNESSEE,61,PERTUSSIS,1.3,1978,4560473
TEXAS,132,PERTUSSIS,0.9,1978,13888371
UTAH,8,PERTUSSIS,0.56,1978,1420238
VIRGINIA,22,PERTUSSIS,0.44,1978,5307945
WASHINGTON,46,PERTUSSIS,1.06,1978,4017632
WEST VIRGINIA,22,PERTUSSIS,1.1,1978,1942146
WISCONSIN,44,PERTUSSIS,0.9,1978,4682811
ALABAMA,31,RUBELLA,0.82,1978,3866248
ALASKA,12,RUBELLA,2.98,1978,402753
ARIZONA,97,RUBELLA,3.73,1978,2635571
ARKANSAS,58,RUBELLA,2.54,1978,2271333
CALIFORNIA,983,RUBELLA,4.21,1978,23256880
COLORADO,36,RUBELLA,1.32,1978,2849234
CONNECTICUT,215,RUBELLA,6.9,1978,3095917
DELAWARE,37,RUBELLA,6.22,1978,594984
DISTRICT OF COLUMBIA,1,RUBELLA,0.15,1978,650016
FLORIDA,192,RUBELLA,2.01,1978,9426159
GEORGIA,29,RUBELLA,0.55,1978,5401384
HAWAII,20,RUBELLA,2.08,1978,953306
IDAHO,9,RUBELLA,0.97,1978,932627
ILLINOIS,520,RUBELLA,4.62,1978,11396837
INDIANA,551,RUBELLA,10.01,1978,5501174
IOWA,74,RUBELLA,2.5,1978,2915739
KANSAS,167,RUBELLA,7.12,1978,2350906
KENTUCKY,152,RUBELLA,4.15,1978,3641804
LOUISIANA,499,RUBELLA,12.05,1978,4137665
MAINE,159,RUBELLA,14.19,1978,1122563
MARYLAND,7,RUBELLA,0.14,1978,4191160
MASSACHUSETTS,282,RUBELLA,4.91,1978,5738404
MICHIGAN,3483,RUBELLA,37.59,1978,9266268
MINNESOTA,135,RUBELLA,3.31,1978,4050316
MISSISSIPPI,162,RUBELLA,6.48,1978,2507069
MISSOURI,101,RUBELLA,2.03,1978,4912430
MONTANA,27,RUBELLA,3.45,1978,787305
NEBRASKA,30,RUBELLA,1.91,1978,1567344
NEVADA,14,RUBELLA,1.82,1978,765367
NEW HAMPSHIRE,90,RUBELLA,9.9,1978,909074
NEW JERSEY,1611,RUBELLA,21.86,1978,7366512
NEW MEXICO,5,RUBELLA,0.4,1978,1284722
NEW YORK,729,RUBELLA,4.15,1978,17583838
NORTH CAROLINA,204,RUBELLA,3.5,1978,5823491
NORTH DAKOTA,67,RUBELLA,10.25,1978,652896
OHIO,1123,RUBELLA,10.41,1978,10798298
OKLAHOMA,17,RUBELLA,0.54,1978,2975310
OREGON,256,RUBELLA,9.9,1978,2588012
PENNSYLVANIA,687,RUBELLA,5.8,1978,11887975
RHODE ISLAND,42,RUBELLA,4.45,1978,950382
SOUTH CAROLINA,35,RUBELLA,1.09,1978,3090267
